particle_id,geometry_id,x,y,z,t,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,volume_id,layer_id,module_id,hit_id,measurement_id,region,hardware,hit_barrel_endcap,hit_layer_disk,hit_eta_module,hit_phi_module
4503599711256576,504404120338193920,-45.0409508,169.997299,-598.0,623.332764,-1.48058844,5.38417292,-18.9934158,19.7975368,-8.56727565e-05,7.19780001e-05,2.71290519e-05,-4.43812773e-08,7,14,94,0,0,1.0,PIXEL,2,14,94,94
4503599711256576,576460889742400768,-7.84115839,30.5640774,-107.251396,111.798325,-1.39852238,5.4106431,-18.9921207,19.7975445,0.000838707783,-0.000521623646,-0.000209615464,-6.92951744e-07,8,2,93,1,1,2.0,PIXEL,0,2,93,93
4503599644147712,576460889742401536,-31.1981659,5.16238213,-82.1782761,88.083313,-1.41873348,0.224561185,-3.73220468,4.00046873,-0.00159013958,-0.000691560621,0.000563434442,-1.25964718e-07,8,2,96,2,2,2.0,PIXEL,0,2,96,96
4503599660924928,576460889742403840,29.8683186,11.3312016,-33.50103,46.3047218,2.77255535,1.06084836,-3.11212277,4.30220127,0.00051812653,0.000105056584,0.000497631147,-1.02741048e-07,8,2,105,3,3,2.0,PIXEL,0,2,105,105
4503599660924928,576460889742404096,31.9765491,12.1383429,-35.8668518,49.5757599,2.77258968,1.06221747,-3.11162519,4.30220127,0.000161889329,0.000548472162,0.0003316566,-7.50916058e-08,8,2,106,4,4,2.0,PIXEL,0,2,106,106
4503599761588224,576460889742404352,16.6363354,27.4320793,-16.1241589,35.9089279,4.20381689,6.9152689,-4.06684637,9.05778217,-0.000112447087,-0.000242917959,-0.000528998382,-1.12531104e-07,8,2,107,5,5,2.0,PIXEL,0,2,107,107
4503599728033792,576460889742404352,13.0093184,29.1798992,-49.246109,58.7423096,0.638874471,1.40940571,-2.3852005,2.84515905,-0.0001654222,0.000329902308,0.000150762964,-8.37431742e-08,8,2,107,6,6,2.0,PIXEL,0,2,107,107
4503599795142656,576460889742404608,3.41690159,31.7924843,-19.3842888,37.3943253,0.949915469,8.75039673,-5.33578062,10.2933722,-6.724368e-05,8.88761278e-05,0.000133874375,-4.69800554e-08,8,2,108,7,7,2.0,PIXEL,0,2,108,108
4503599728033792,576460889742404608,13.9254789,31.199707,-52.6639709,62.8195229,0.639920115,1.40918624,-2.38504958,2.84515882,0.000202369163,0.000493950851,0.00034634248,-9.58363842e-08,8,2,108,8,8,2.0,PIXEL,0,2,108,108
4503599778365440,576460889742405376,-26.8470097,17.8504581,-51.6353874,60.8750648,-7.0990448,4.73177195,-13.6637592,16.1088676,0.000542473455,8.91965974e-05,-0.000250845536,-8.13117893e-08,8,2,111,9,9,2.0,PIXEL,0,2,111,111
