particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q,radius,pt,particle_eta,nhits
4503599644147712,-13,0,0,0,0,0,-1.51648235,3.82954025,-3.34009194,0.105658375,1,0.0,4.118870870060336,-0.7411758889327801,17
4503599660924928,-13,0,0,0,0,0,1.78070128,-0.245263696,-2.19745183,0.105658375,1,0.0,1.7975125393635558,-1.0302954185237598,13
4503599677702144,-13,0,0,0,0,0,-3.49864292,8.28540516,8.88590717,0.105658375,1,0.0,8.993800139374942,0.8728653801621751,14
4503599694479360,13,0,0,0,0,0,-3.84273577,-7.13435268,-5.92386436,0.105658375,-1,0.0,8.103431764423062,-0.6779033044691535,12
4503599711256576,-13,0,0,0,0,0,-6.32139206,-3.04150677,-32.5308113,0.105658375,1,0.0,7.015038204328389,-2.2387065208415735,13
4503599728033792,-13,0,0,0,0,0,-1.49109364,8.65820503,1.26599002,0.105658375,1,0.0,8.785663013385259,0.14360319555851142,12
4503599744811008,-13,0,0,0,0,0,6.87066507,-2.81989932,10.7262392,0.105658375,1,0.0,7.426834499236843,1.1634380397963409,13
4503599761588224,13,0,0,0,0,0,3.83847022,0.423566371,3.81102562,0.105658375,-1,0.0,3.8617692966396837,0.8720516100368881,12
4503599778365440,-13,0,0,0,0,0,-3.75802517,-5.16673183,-12.0268717,0.105658375,1,0.0,6.388886521256163,-1.3898030742784824,11
4503599795142656,-13,0,0,0,0,0,8.86887074,-4.44919109,43.3188057,0.105658375,1,0.0,9.922306665194517,2.1798141574743246,11
4503599811919872,13,0,0,0,0,0,6.99020243,-3.96515441,11.1239538,0.105658375,-1,0.0,8.036502940179911,1.1287513932125495,12
4503599828697088,13,0,0,0,0,0,-0.745244324,2.87927485,3.47467613,0.105658375,-1,0.0,2.974157488146305,0.995513013947468,10
4503599845474304,13,0,0,0,0,0,-3.87082362,-3.48815775,-8.08725834,0.105658375,-1,0.0,5.210616085074294,-1.2233054940837613,11
4503599862251520,-13,0,0,0,0,0,5.62954378,-0.59589839,32.1526756,0.105658375,1,0.0,5.660994441097896,2.4377045213935404,15
4503599879028736,-13,0,0,0,0,0,-1.64674699,0.217329159,-4.9139328,0.105658375,1,0.0,1.6610260721691599,-1.805199636840017,12
4503599895805952,13,0,0,0,0,0,5.7019906,0.941035986,-5.14627218,0.105658375,-1,0.0,5.779121518832716,-0.8017843516783193,10
4503599912583168,-13,0,0,0,0,0,-4.96266842,-2.88431191,23.3559742,0.105658375,1,0.0,5.73997674568749,2.1113134320741693,11
4503599929360384,-13,0,0,0,0,0,1.12919474,3.17872691,-14.3546314,0.105658375,1,0.0,3.3733344822596254,-2.1548468674777963,14
4503599946137600,-13,0,0,0,0,0,1.07381368,7.36629915,15.6555548,0.105658375,1,0.0,7.444154685835448,1.4888005857338167,10
4503599962914816,13,0,0,0,0,0,-1.50652409,-7.38925695,-2.95537305,0.105658375,-1,0.0,7.5412686669335445,-0.38249800706020803,13
