particle_id,geometry_id,x,y,z,t,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,volume_id,layer_id,module_id,hit_id,measurement_id,region,hardware,hit_barrel_endcap,hit_layer_disk,hit_eta_module,hit_phi_module
4503599728033792,504403708021329664,161.435272,65.7441559,-962.0,977.686951,2.6373837,1.12706053,-15.8424883,16.1003628,-0.000230732214,0.0011338417,4.23308593e-05,-3.58434527e-08,7,8,79,0,0,1.0,PIXEL,2,8,79,79
4503599761588224,504403845460279296,92.7810822,-124.456543,-818.0,832.601501,5.42396736,-7.1954236,-47.5028763,48.3500557,-6.54785254e-05,-0.000199720511,2.28221888e-05,-4.50249615e-08,7,10,64,1,1,1.0,PIXEL,2,10,64,64
4503599761588224,504403845460279552,93.2378845,-125.062462,-822.0,836.672852,5.4256444,-7.19574785,-47.5026321,48.3500557,5.83109795e-05,0.000389299181,-5.22611117e-05,-4.76711577e-08,7,10,65,2,2,1.0,PIXEL,2,10,65,65
4503599728033792,504403845460283136,138.105484,55.8449593,-822.0,835.408569,2.64276457,1.11293364,-15.8425913,16.1003628,0.000212777697,0.000274103979,5.48284079e-05,-7.33774357e-08,7,10,79,3,3,1.0,PIXEL,2,10,79,79
4503599761588224,504403982899232768,79.0931015,-106.269318,-698.0,710.461426,5.41166306,-7.20521593,-47.5027962,48.3500557,-3.93907903e-05,0.000466107245,-7.51257467e-05,-5.74556793e-08,7,12,64,4,4,1.0,PIXEL,2,12,64,64
4503599761588224,504403982899233024,79.5488586,-106.875938,-702.0,714.532715,5.41328669,-7.20335007,-47.5028915,48.3500557,0.000139500931,-7.00693818e-06,1.70218791e-05,-6.09441031e-08,7,12,65,5,5,1.0,PIXEL,2,12,65,65
4503599728033792,504403982899236352,117.391289,47.1797867,-698.0,709.389282,2.64954996,1.10256362,-15.8421869,16.1003666,-0.000720031909,-0.000575227954,-0.000160368378,-5.97901959e-08,7,12,78,6,6,1.0,PIXEL,2,12,78,78
4503599728033792,504403982899236608,118.060135,47.4579468,-702.0,713.454468,2.64921951,1.10137224,-15.8423243,16.1003666,-0.00030619328,-0.000125836668,-5.7616915e-05,-2.29336138e-06,7,12,79,7,7,1.0,PIXEL,2,12,79,79
4503599912583168,504403982899241984,-124.442291,112.831718,-698.0,718.053406,-1.0482589,0.883648872,-5.69664431,5.8602562,-0.000612625619,0.00011336567,0.000130426444,-7.24679765e-08,7,12,100,8,8,1.0,PIXEL,2,12,100,100
4503599912583168,504403982899242240,-125.17791,113.453209,-702.0,722.168396,-1.0463804,0.886420429,-5.69655848,5.86025524,8.16382162e-05,0.000158359006,9.68285985e-06,-3.32792567e-08,7,12,101,9,9,1.0,PIXEL,2,12,101,101
4503599761588224,504404120338186240,67.7104034,-91.0941315,-598.0,608.677795,5.40195274,-7.21267557,-47.5027695,48.3500557,-7.67004167e-06,0.000302616885,-4.67704522e-05,-4.83518292e-08,7,14,64,10,10,1.0,PIXEL,2,14,64,64
4503599761588224,504404120338186496,68.1653137,-91.7014313,-602.0,612.749146,5.40269375,-7.21185637,-47.5028076,48.3500557,0.000234874533,8.85202462e-05,1.33152935e-05,-3.97597901e-08,7,14,65,11,11,1.0,PIXEL,2,14,65,65
4503599962914816,504404120338186496,107.798653,-131.148804,-602.0,625.510803,1.92243946,-2.26448369,-10.5309067,10.9423399,0.000101204118,-1.06660309e-05,2.08058209e-05,-3.53610332e-08,7,14,65,12,12,1.0,PIXEL,2,14,65,65
4503599728033792,504404120338189824,100.653572,40.2514381,-598.0,607.759583,2.65280342,1.09558213,-15.8421268,16.1003666,-0.000317187427,-0.000608019938,-9.50632893e-05,-8.24376372e-08,7,14,78,13,13,1.0,PIXEL,2,14,78,78
4503599728033792,504404120338190080,101.323524,40.5276871,-602.0,611.824768,2.65427923,1.09322536,-15.842042,16.1003666,-0.000740714429,-0.000295639271,-0.000144445265,-3.89310628e-08,7,14,79,14,14,1.0,PIXEL,2,14,79,79
4503599912583168,504404120338195456,-106.122849,97.2234955,-598.0,615.181335,-1.0387789,0.893809497,-5.69679642,5.86025667,-0.000195815548,0.000476422341,0.000110534289,-5.33525615e-08,7,14,100,15,15,1.0,PIXEL,2,14,100,100
4503599912583168,504404120338195712,-106.852531,97.8514481,-602.0,619.296265,-1.03939557,0.894317389,-5.6966033,5.8602562,0.000118595082,-0.000121986763,-4.06180843e-05,-1.64100427e-07,7,14,101,16,16,1.0,PIXEL,2,14,101,101
4503599761588224,576460889742394880,19.0585537,-25.7953892,-168.914597,171.932877,5.36771393,-7.2480607,-47.5012856,48.3500748,0.00114962307,0.00168980553,-0.000127651816,-2.32539804e-07,8,2,70,17,17,2.0,PIXEL,0,2,70,70
4503599728033792,576460889742395648,29.7622681,11.6345119,-176.129623,179.008896,2.67195821,1.05547655,-15.8416395,16.1003761,-0.000342116866,-0.00266964175,-0.000235143438,-1.96221748e-07,8,2,73,18,18,2.0,PIXEL,0,2,73,73
4503599728033792,576460889742395904,31.7325954,12.4114647,-187.814102,190.884033,2.67115021,1.05398834,-15.8418741,16.1003742,0.00155930303,-0.00117489567,0.000185148514,-2.71427353e-07,8,2,74,19,19,2.0,PIXEL,0,2,74,74
4503599912583168,576460889742397184,-24.2354927,23.2699471,-139.284348,143.302765,-0.997522831,0.943176925,-5.69621658,5.86026287,0.00233018305,0.000761798525,-0.000281183951,-1.99771193e-07,8,2,79,20,20,2.0,PIXEL,0,2,79,79
4503599660924928,576460889742398720,7.90590334,-30.5414276,-81.6986847,87.5791626,2.13230753,-8.27223587,-22.1205235,23.7129784,0.000858680578,0.000317430677,-3.57916069e-05,-1.15622456e-07,8,2,85,21,21,2.0,PIXEL,0,2,85,85
4503599962914816,576460889742398976,19.6375809,-24.6143417,-111.622742,115.984451,1.8601141,-2.3178463,-10.5304966,10.9423466,0.000999831478,0.000781490467,4.82761061e-06,-1.46780593e-07,8,2,86,22,22,2.0,PIXEL,0,2,86,86
