particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,-0.707889974,0.122135527,-2.66007447,0.105658375,-1
4503599660924928,13,0,0,0,0,0,1.38913894,0.522296131,-1.97888994,0.105658375,-1
4503599677702144,-13,0,0,0,0,0,2.61213326,-0.152453318,2.01706576,0.105658375,1
4503599694479360,-13,0,0,0,0,0,0.178479582,3.05753136,2.71085143,0.105658375,1
4503599711256576,13,0,0,0,0,0,-0.689435124,2.70724058,-14.1516724,0.105658375,-1
4503599728033792,-13,0,0,0,0,0,0.310721427,0.708732963,-1.57804775,0.105658375,1
4503599744811008,13,0,0,0,0,0,0.350350618,-0.758421779,5.25769329,0.105658375,-1
4503599761588224,-13,0,0,0,0,0,2.094414,3.46210575,-2.48195195,0.105658375,1
4503599778365440,-13,0,0,0,0,0,-3.55488515,2.35780954,-9.08110523,0.105658375,1
4503599795142656,-13,0,0,0,0,0,0.465582639,4.37629843,-3.27789521,0.105658375,1
4503599811919872,13,0,0,0,0,0,-0.27722311,-1.87494898,6.55683136,0.105658375,-1
4503599828697088,13,0,0,0,0,0,1.30050039,0.165552482,4.54911947,0.105658375,-1
4503599845474304,-13,0,0,0,0,0,3.13564467,3.01703644,-29.0835686,0.105658375,1
4503599862251520,-13,0,0,0,0,0,-0.599764705,-0.452594012,1.29532504,0.105658375,1
4503599879028736,-13,0,0,0,0,0,-0.0518098772,1.63010001,14.8383017,0.105658375,1
4503599895805952,13,0,0,0,0,0,2.58532977,-1.42571318,6.94293928,0.105658375,-1
4503599912583168,13,0,0,0,0,0,0.519817591,1.88115549,1.99478936,0.105658375,-1
4503599929360384,-13,0,0,0,0,0,-3.72604179,0.90583849,-24.5354404,0.105658375,1
4503599946137600,13,0,0,0,0,0,0.589689314,0.714563608,-0.0458054543,0.105658375,-1
4503599962914816,-13,0,0,0,0,0,-3.15724993,0.036988046,16.411684,0.105658375,1
