particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599694479360,504403708021321728,-122.282593,-109.522087,-958,971.96698,-4.8822875,-4.30438089,-37.9691124,38.523098,0.00029703739,-0.000139316078,-2.22637682e-05,-1.34019643e-07,7
4503599694479360,504403845460275200,-104.298164,-93.6310959,-818,829.924316,-4.87220478,-4.31487274,-37.9692192,38.523098,-6.18829654e-05,0.000398401666,-3.72889408e-05,-4.23703597e-08,5
4503599694479360,504403845460275456,-104.811493,-94.08564,-822,833.982666,-4.87303162,-4.3148551,-37.9691124,38.523098,-1.25707601e-07,-1.02797014e-06,1.82170879e-07,-4.85097758e-08,6
4503599811919872,504403845460284160,115.551468,113.314873,-822,837.786926,3.86167622,3.85668087,-27.7196484,28.2520199,-0.000411968998,-0.000669376634,-0.000150478154,-3.33160024e-08,6
4503599694479360,504403982899228672,-88.9127579,-79.9796448,-698,708.173828,-4.86342335,-4.32282352,-37.9694405,38.5231018,-8.38724445e-05,-0.000162237717,2.92529639e-05,-3.81419127e-08,3
4503599694479360,504403982899228928,-89.425148,-80.4350739,-702,712.232178,-4.86400747,-4.32317638,-37.969326,38.523098,-0.00028521783,-0.000614179415,0.000106510852,-3.64065755e-08,4
4503599811919872,504403982899237632,98.8112259,96.6398315,-702,715.481934,3.87222123,3.84708214,-27.7195129,28.2520218,-0.000283104891,-0.000222100149,-7.03286496e-05,-4.03239966e-08,5
4503599660924928,504403982899237888,95.1225891,121.139626,-698,714.795898,4.20963812,5.43667364,-31.1291161,31.8796425,0.000412744383,5.51784615e-05,6.54976029e-05,-4.08374277e-08,3
4503599879028736,504404120338181888,-128.145111,-89.564476,-602,621.972961,-7.63780832,-5.28635693,-35.7890244,36.9749527,-0.000433575449,-0.000181371812,0.000119385215,-5.95154077e-08,5
4503599728033792,504404120338188544,156.342056,-23.3669472,-602,622.434326,3.06003928,-0.403728753,-11.7858009,12.1837225,0.000225322874,0.000632812793,3.69454392e-05,-9.79319026e-08,3
4503599811919872,504404120338191104,84.8258438,82.7799301,-602,613.561218,3.8810637,3.83780527,-27.7195625,28.2520218,-0.000210564962,-0.000109497814,-4.44762518e-05,-1.61259564e-07,4
4503599660924928,504404120338191360,81.5827332,103.687683,-598,612.384888,4.21798897,5.42940331,-31.1292553,31.8796425,0.000348707836,4.1002364e-05,5.44502254e-05,-4.60374316e-08,2
4503599694479360,576460889742393856,-23.6553783,-21.4544182,-186.420456,189.13678,-4.82460546,-4.36226225,-37.9698906,38.5231094,0.00119352934,-0.00278462423,0.000168839513,-4.48076122e-07,0
4503599811919872,576460889742395904,22.9741459,22.2170925,-162.360245,165.47702,3.91523767,3.80069351,-27.7198772,28.2520294,0.00209634774,0.00151687884,0.000504626252,-4.1809264e-07,0
4503599660924928,576460889742396160,20.3788719,25.6286297,-148.645584,152.210022,4.26121855,5.37354565,-31.1330681,31.8796501,0.000184921664,-8.45996547e-05,1.09151897e-05,-2.0110204e-07,0
4503599811919872,576460889742396160,24.4616508,23.661211,-172.887115,176.206177,3.91646814,3.80310225,-27.7193737,28.2520294,0.00193827099,-0.00129121635,9.73817296e-05,-5.69677752e-07,1
4503599845474304,576460889742397696,-31.8734608,-4.09623432,-74.3535843,81.0029755,-5.86995173,-0.764926016,-13.6967678,14.9215965,-0.000627400819,-0.00058292842,0.000301576569,-1.00702835e-07,0
4503599879028736,576460889742397952,-25.8645496,-18.237875,-121.832764,125.876717,-7.60197306,-5.34975624,-35.7872429,36.9749603,0.00102547428,0.000210907645,-0.000249121571,-2.15805343e-07,0
4503599677702144,576460889742398976,15.8381624,-28.0079956,-75.7060242,82.2682724,1.42112291,-2.53294563,-6.83663082,7.42873383,0.00061241613,-0.000661724305,0.000372652867,-1.05520769e-07,0
4503599728033792,576460889742399488,31.2021103,-5.09212589,-120.376564,124.4636,3.05598736,-0.488823563,-11.783639,12.183732,0.000219049165,0.00139277545,-6.68515554e-07,-2.08351338e-07,0
4503599711256576,576460889742400768,-8.12018394,30.4665184,-93.0161896,98.2161942,-1.68446243,6.28446484,-19.1943626,20.2673779,-0.000320278079,0.000807034317,0.000292486977,-1.18718283e-07,0
4503599929360384,576460889742402048,-25.0799179,-19.8595352,-38.5222092,50.0830078,-2.73719311,-2.15513849,-4.19513035,5.45409298,8.4407875e-05,5.146697e-05,-8.14300074e-05,-6.26018419e-08,0
4503599761588224,576460889742403072,20.3935642,-24.6029434,-7.99093771,32.943634,4.54795265,-5.47168589,-1.77937663,7.33488703,0.00043730886,0.000360856415,8.32012756e-06,-3.77383209e-08,0
4503599862251520,576460889742403072,17.7385292,-26.974474,-17.7141476,36.8310547,2.78085446,-4.21190548,-2.77000403,5.75824499,8.6639142e-05,-0.000194072971,0.000382216094,-5.15188567e-08,0
