particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599728033792,504403295704469248,153.8414,65.5080795,-1502,1511.3324,1.30128598,0.608684719,-12.8851967,12.9654655,0.00036746962,9.91591151e-05,4.21844015e-05,-3.81107895e-07,9
4503599761588224,504403433143418880,91.9128723,-121.557007,-1298,1306.92078,2.75123191,-3.5535984,-38.3127823,38.5756111,-0.000711787434,0.00056226278,-0.000103208098,-4.51623734e-08,10
4503599761588224,504403433143419136,92.2000504,-121.927948,-1302,1310.94824,2.75073791,-3.5528791,-38.3128853,38.5756111,-0.000774810964,0.000102802682,-6.51089795e-05,-4.47670487e-08,11
4503599728033792,504403433143422720,133.661896,56.1573143,-1302,1310.0929,1.30337846,0.597308278,-12.8855181,12.9654655,-0.000499635935,-0.00091272383,-9.27537913e-05,-5.13693372e-08,8
4503599761588224,504403570582372352,77.5800552,-102.984085,-1098,1105.54883,2.73872328,-3.56198835,-38.3129005,38.5756111,-6.239715e-05,-0.000200178503,1.41958481e-05,-4.45103012e-08,8
4503599761588224,504403570582372608,77.866066,-103.356003,-1102,1109.57629,2.74026656,-3.56241035,-38.3127518,38.5756111,5.24159441e-05,0.000389889465,-3.24543835e-05,-4.71279122e-08,9
4503599728033792,504403570582376192,113.390343,46.9752388,-1102,1108.85193,1.30861211,0.584110141,-12.8855925,12.9654665,0.000177136462,0.00139049895,8.11536302e-05,-5.54961197e-08,7
4503599912583168,504403570582381824,-129.389771,111.137718,-1102,1115.45435,-0.543527126,0.407308549,-4.39577675,4.44919538,0.000145386017,0.000183077515,-9.60288958e-07,-4.5774815e-08,9
4503599761588224,504403708021325824,67.5867767,-89.9571304,-958,964.588806,2.72953796,-3.56957197,-38.312851,38.5756149,-4.57622446e-05,0.000466388417,-4.6653131e-05,-5.68069538e-08,6
4503599761588224,504403708021326080,67.8718185,-90.329689,-962,968.616272,2.73099661,-3.56780291,-38.312912,38.5756111,0.000139319061,-6.50909396e-06,1.05979243e-05,-6.0257797e-08,7
4503599728033792,504403708021329408,98.7354736,40.5406761,-958,963.960327,1.31279945,0.570512533,-12.8857775,12.9654675,-0.00031757055,-9.84072176e-05,-3.66667628e-05,-3.95913915e-08,5
4503599728033792,504403708021329664,99.1429901,40.7179337,-962,967.985107,1.31312096,0.57163322,-12.8856945,12.9654665,9.7272532e-05,-3.72254653e-05,8.31390116e-06,-5.19562775e-08,6
4503599912583168,504403708021335296,-112.207672,97.9885941,-962,973.752319,-0.53579241,0.418163836,-4.39570761,4.44919586,0.000264465256,-0.000160073978,-4.74154585e-05,-3.64630139e-08,8
4503599761588224,504403845460266752,57.9111633,-77.2758408,-822,827.656128,2.72170115,-3.57546234,-38.3128586,38.5756149,0.000233254774,8.91806849e-05,8.28794691e-06,-3.93018951e-08,5
4503599728033792,504403845460268800,84.8608704,34.5632133,-822,827.119263,1.31668961,0.562322855,-12.8857431,12.9654703,-0.000306193513,-0.000129310662,-3.46414927e-05,-2.27056762e-06,4
4503599962914816,504403845460279552,99.6033096,-117.91021,-822,836.442871,0.993107319,-1.10027409,-7.9046731,8.04312706,0.000246356416,-0.000131800785,4.93567459e-05,-5.38805978e-08,4
4503599912583168,504403845460288512,-94.7788925,84.1313629,-818,827.999878,-0.530042768,0.424854338,-4.39576483,4.44919729,-0.000616718607,0.000102864404,8.44234746e-05,-7.12666619e-08,6
