particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,-13,0,0,0,0,0,-0.758241177,1.91477013,-2.08291125,0.105658375,1
4503599660924928,-13,0,0,0,0,0,0.89035064,-0.122631848,-1.41670859,0.105658375,1
4503599677702144,-13,0,0,0,0,0,-1.74932146,4.14270258,5.62001228,0.105658375,1
4503599694479360,13,0,0,0,0,0,-1.92136788,-3.56717634,-3.67175078,0.105658375,-1
4503599711256576,-13,0,0,0,0,0,-3.16069603,-1.52075338,-25.6247368,0.105658375,1
4503599728033792,-13,0,0,0,0,0,-0.745546818,4.32910252,0.760741651,0.105658375,1
4503599744811008,-13,0,0,0,0,0,3.43533254,-1.40994966,7.0405736,0.105658375,1
4503599761588224,13,0,0,0,0,0,1.91923511,0.211783186,2.41011119,0.105658375,-1
4503599778365440,-13,0,0,0,0,0,-1.87901258,-2.58336592,-8.16441059,0.105658375,1
4503599795142656,-13,0,0,0,0,0,4.43443537,-2.22459555,33.7475739,0.105658375,1
4503599811919872,13,0,0,0,0,0,3.49510121,-1.9825772,7.26651287,0.105658375,-1
4503599828697088,13,0,0,0,0,0,-0.372622162,1.43963742,2.23022246,0.105658375,-1
4503599845474304,13,0,0,0,0,0,-1.93541181,-1.74407887,-5.35391665,0.105658375,-1
4503599862251520,-13,0,0,0,0,0,2.81477189,-0.297949195,26.3026066,0.105658375,1
4503599879028736,-13,0,0,0,0,0,-0.823373497,0.10866458,-3.57569218,0.105658375,1
4503599895805952,13,0,0,0,0,0,2.8509953,0.470517993,-3.22940326,0.105658375,-1
4503599912583168,-13,0,0,0,0,0,-2.48133421,-1.44215596,17.9648418,0.105658375,1
4503599929360384,-13,0,0,0,0,0,0.564597368,1.58936346,-11.1309786,0.105658375,1
4503599946137600,-13,0,0,0,0,0,0.536906838,3.68314958,10.7965422,0.105658375,1
4503599962914816,13,0,0,0,0,0,-0.753262043,-3.69462848,-1.79212618,0.105658375,-1
