particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599744811008,504403708021320448,-162.784149,-40.8744621,-962,976.544373,-3.5187571,-0.934135854,-20.8754997,21.1908455,0.000462505472,-1.32573014e-05,-7.73143765e-05,-4.59617908e-08,5
4503599744811008,504403845460273920,-139.154526,-34.6460495,-822,834.425903,-3.52530074,-0.921775997,-20.8749466,21.1908455,5.76580351e-05,0.000137783805,-1.57683935e-05,-5.15342435e-08,4
4503599644147712,504403845460286208,5.48451233,153.525406,-822,836.247559,0.167258203,3.30128098,-17.6924648,17.9989128,-0.000577792001,-0.000936841825,-0.00018019088,-4.3103789e-08,5
4503599744811008,504403982899227392,-118.875298,-29.3846874,-702,712.609253,-3.52918077,-0.909624338,-20.8748245,21.1908474,-0.000117330987,0.000462053024,-2.50921772e-07,-4.06244141e-08,3
4503599644147712,504403982899239680,4.40316153,131.131485,-702,714.169006,0.153675169,3.30158687,-17.6925316,17.9989147,-0.000976524549,0.00043142162,7.20965763e-05,-3.8337916e-08,4
4503599660924928,504403982899241728,-92.6928482,119.051071,-702,718.034424,-4.86861324,6.18081903,-36.5835648,37.4202385,-8.21417343e-05,0.000298471656,6.13937227e-05,-3.30212089e-08,4
4503599744811008,504404120338180864,-101.966087,-25.0509624,-602,611.095947,-3.53128958,-0.899422884,-20.8749104,21.1908474,0.000218630579,-0.000171497435,-2.95408918e-05,-5.17495486e-08,2
4503599644147712,504404120338193152,3.57040811,112.466675,-602,612.43689,0.141709462,3.30254197,-17.6924534,17.9989147,1.41397932e-05,-2.26184038e-05,-4.0655209e-06,-4.25071036e-08,3
4503599660924928,504404120338194944,-78.8749313,101.469261,-598,611.657043,-4.85664177,6.18589449,-36.5842972,37.4202385,-4.49682848e-05,-8.8709734e-05,-8.9874402e-06,-4.1422112e-08,2
4503599660924928,504404120338195200,-79.4059372,102.145714,-602,615.748474,-4.85649347,6.18790293,-36.5839767,37.4202385,0.00074020488,0.000724171579,2.44280109e-05,-1.82630657e-07,3
4503599744811008,576460889742393600,-31.2243385,-7.45283604,-184.096054,186.876236,-3.53726125,-0.854324937,-20.8758106,21.1908646,8.05204763e-05,-4.56205362e-06,-1.31703873e-05,-2.82132902e-07,0
4503599644147712,576460889742396416,0.764141262,31.9421349,-171.122635,174.082993,0.0884217694,3.30247116,-17.6928215,17.9989223,-0.000892426411,0.00120435283,0.000220718415,-3.08527746e-07,0
4503599644147712,576460889742396672,0.822208464,34.1175842,-182.773148,185.935226,0.088833712,3.3036406,-17.6926003,17.9989223,0.000289421849,0.00247477531,0.000464129262,-3.86835438e-07,1
4503599660924928,576460889742396928,-19.5652847,25.3427734,-148.951584,152.354248,-4.81367731,6.21892786,-36.5843811,37.4202461,4.27163432e-05,-5.44775321e-05,-1.46491857e-05,-2.26631613e-07,0
4503599728033792,576460889742401792,-30.5026455,-9.51697731,-2.95695353,32.0916214,-8.49466705,-2.66053915,-0.823842943,8.94023037,3.89076158e-05,-9.99014628e-06,-0.000368348876,-4.44960619e-08,0
4503599946137600,576460889742402816,4.93642855,-32.1041336,-3.0110445,32.622982,1.34451997,-8.80928516,-0.825826228,8.95010567,-2.76053852e-05,-2.3796531e-06,-1.91184354e-05,-4.06561682e-08,0
4503599895805952,576460889742403328,26.6340408,-18.2924919,-13.8066826,35.1389847,7.63209629,-5.23009109,-3.95383811,10.0621443,0.000160106312,2.61316327e-05,0.000274617254,-4.62452121e-08,0
4503599811919872,576460889742404352,20.8640022,25.3948555,-4.63771868,33.2010651,2.84959555,3.48444748,-0.635697782,4.5471797,0.000219104521,-0.000205529868,-0.000143904574,-5.79379247e-08,0
4503599677702144,576460889742404352,12.5742931,29.389513,-45.1605797,55.3305321,3.63193393,8.5126543,-13.0744362,16.0189972,-0.000534508319,0.000302706059,4.87051875e-05,-6.67800393e-08,0
4503599677702144,576460889742404608,13.3599586,31.2316513,-47.9896965,58.7968254,3.63029504,8.51342869,-13.0743876,16.0189972,-0.000352592557,0.00100438262,0.000556278974,-9.74193313e-08,1
4503599828697088,576460889742405376,-29.243454,12.877388,-22.5275402,39.1045876,-3.77822781,1.65345478,-2.90736461,5.04706335,0.000171129766,0.000189676386,-0.00011429665,-1.19818367e-07,0
4503599828697088,576460889742405632,-31.210289,13.7378998,-24.0410538,41.7318802,-3.77857256,1.65246522,-2.90747881,5.04706335,0.000220882808,0.000942325394,0.000248772703,-5.22944923e-08,1
