particle_id,geometry_id,tx,ty,tz,tt,tpx,tpy,tpz,te,deltapx,deltapy,deltapz,deltae,index
4503599728033792,504403295704474624,-113.221634,118.41745,-1498,1506.96387,-1.31168246,1.30042374,-16.8719978,16.9731274,0.000254770624,9.30701572e-05,-1.25736615e-05,-5.70248879e-08,11
4503599728033792,504403433143428096,-97.7283325,102.94725,-1298,1305.76514,-1.29873788,1.30949593,-16.8722973,16.9731274,-0.000195675995,-0.000549042015,-2.74901668e-05,-4.97226758e-08,10
4503599711256576,504403433143428864,-139.577194,81.4366074,-1302,1312.09155,-0.958051443,0.498006105,-8.76307869,8.8299818,1.49084017e-05,-0.000383980339,-2.34042291e-05,-3.85472845e-08,6
4503599728033792,504403570582381312,-82.6944122,87.6828384,-1102,1108.59387,-1.2893188,1.31837952,-16.8723278,16.9731274,-0.000266711373,0.000130542976,3.062822e-05,-4.38119159e-08,9
4503599728033792,504403570582381568,-82.3885651,87.3705444,-1098,1104.56995,-1.29080808,1.31639016,-16.8723698,16.9731293,-8.61401641e-05,-0.000204679644,-9.31985869e-06,-5.74459591e-08,8
4503599711256576,504403570582382336,-117.782852,69.9103165,-1102,1110.56323,-0.951522171,0.511587083,-8.76300812,8.8299818,6.8258385e-05,-3.07850605e-05,-9.16670524e-06,-4.16589643e-08,5
4503599728033792,504403708021334784,-72.0096664,76.7346649,-962,967.757751,-1.28512561,1.3223778,-16.8723354,16.9731293,0.000694646093,0.000235368498,-3.44063992e-05,-3.98013853e-08,7
4503599728033792,504403708021335040,-71.7047882,76.4210434,-958,963.733887,-1.28683591,1.32331562,-16.8721352,16.9731312,-4.33647256e-05,3.46334346e-05,6.08179926e-06,-5.75691281e-08,6
4503599711256576,504403708021335552,-102.129234,61.3673973,-958,965.45282,-0.948964298,0.526337028,-8.76241302,8.82998371,-0.000257649226,-0.00074100279,-1.65046058e-05,-6.67309408e-08,3
4503599711256576,504403708021335808,-102.562927,61.6070862,-962,969.483704,-0.950864792,0.52453506,-8.76231384,8.82998276,0.000715406204,-0.000236701002,-9.17318466e-05,-3.86398256e-08,4
4503599728033792,504403845460271872,-61.3578949,65.7292633,-822,826.919739,-1.28086805,1.33051705,-16.8720226,16.9731312,0.000442706485,-0.000997662428,-0.000112202135,-4.57495304e-08,5
4503599728033792,504403982899225344,-52.2677231,56.2472076,-702,706.200623,-1.27499056,1.33558154,-16.8721771,16.9732399,-0.000254061655,0.00032804074,4.52051172e-05,-3.35975905e-08,4
4503599711256576,504403982899225856,-74.5942383,45.7773399,-702.5,707.982422,-0.93866235,0.542712331,-8.76252365,8.82998371,-0.000958674937,0.000259883935,0.000118889417,-4.03941272e-08,2
4503599895805952,504403982899230976,-0.819930255,-173.201996,-702,723.095093,0.0433262661,-2.40141726,-9.75178719,10.0437641,-2.69344928e-05,0.000115962539,-2.8626826e-05,-4.69137404e-08,6
4503599728033792,504404120338178816,-44.7113838,48.2977409,-602,605.598999,-1.27159631,1.34375155,-16.8717842,16.9732418,-0.000951317372,-0.000206023076,5.53823738e-05,-6.34154986e-08,3
4503599728033792,504404120338179072,-44.3724747,47.9396858,-597.5,601.072021,-1.26918721,1.34152341,-16.8721447,16.9732418,-0.000723706267,-7.2766954e-05,4.87223297e-05,-5.21027168e-08,2
4503599711256576,504404120338179328,-63.8903389,39.4798927,-602.5,607.207031,-0.936372876,0.554598808,-8.76202488,8.82998466,0.000356852601,0.000543165952,-3.67909161e-06,-5.21417114e-08,1
4503599895805952,504404120338184448,-1.17979276,-148.557541,-602,620.096741,0.0271667354,-2.40386629,-9.75124264,10.0437651,0.000519132765,0.000556392479,-0.000135640876,-4.22155857e-08,5
4503599895805952,504404120338184704,-1.19059169,-147.571655,-598,615.976807,0.0253588893,-2.40396142,-9.75122452,10.0437651,0.000126710263,0.000953085604,-0.000234546242,-3.63387471e-08,4
4503599728033792,576460889742388736,-21.5588055,23.56213,-292.397552,294.142212,-1.25188339,1.35279846,-16.8727303,16.9734344,0.000217835201,-0.000467283418,0.00013565713,-0.000188154401,0
4503599728033792,576460889742388992,-23.2268982,25.362936,-314.873932,316.752686,-1.25274527,1.351331,-16.8725948,16.9732456,-0.000579647021,0.000341635576,7.09562082e-05,-5.40477686e-07,1
4503599711256576,576460889742393088,-26.7419834,16.9279289,-253.455933,255.442673,-0.929078579,0.57728368,-8.76134205,8.82998943,-0.000741514668,-0.000103194492,7.23185367e-05,-4.49795181e-07,0
4503599895805952,576460889742398464,-0.72891289,-31.4482155,-127.36425,131.198639,-0.0455097482,-2.40818977,-9.7501173,10.0437737,0.00187048793,5.08599005e-05,-2.08319889e-05,-2.7285833e-07,0
4503599895805952,576460889742398720,-0.766868055,-33.5737381,-135.970078,140.063644,-0.042364832,-2.40816188,-9.75013828,10.0437737,0.000263444846,9.93295998e-06,-3.37165056e-06,-2.16268901e-07,1
4503599744811008,576460889742402048,-27.5633621,-17.0791836,-37.7010727,49.7397575,-2.62943625,-1.61789572,-3.58939743,4.73565817,-0.000207388526,0.000408419379,-3.20456893e-05,-7.07277579e-08,0
4503599929360384,576460889742404864,-6.92567348,31.4086838,-36.8511429,48.9207649,-0.848602355,3.80022311,-4.461689,5.92280817,0.00105316762,0.000499883899,0.000225704367,-6.21046041e-08,0
4503599644147712,576460889742405120,-14.8502836,29.5542278,-10.591259,34.7389336,-1.96240795,3.92793441,-1.40637445,4.61180735,9.78717726e-05,-4.75594388e-05,-0.000269152777,-6.569325e-08,0
4503599677702144,576460889742405376,-30.240675,10.8079147,-7.76041651,33.0505028,-3.57579207,1.26748538,-0.916588604,3.90437007,-0.000290806318,-0.000542684807,0.000384583633,-5.72844456e-08,0
4503599677702144,576460889742405632,-31.3533669,11.2020044,-8.04548264,34.2653008,-3.57631922,1.26627553,-0.916204035,3.90437007,4.4560682e-05,0.000114679635,-1.5203148e-05,-5.38725331e-08,1
4503599828697088,576460889742405632,-31.6728783,5.53771114,-29.7240372,43.7939224,-4.51233244,0.779322803,-4.23309755,6.23688793,-0.000126912084,-0.000301911467,7.98059264e-05,-6.19612877e-08,0
4503599946137600,576460889742406400,-11.5870609,-29.3156376,52.0172539,60.8418617,-0.804542243,-2.06155133,3.65216446,4.2716217,-6.09639392e-05,1.76057292e-05,-3.58582224e-06,-7.98394666e-08,0
4503599946137600,576460889742406656,-12.1671963,-30.8029957,54.6519966,63.9234962,-0.803711414,-2.06188154,3.65216088,4.2716217,0.000201704446,-0.000254425133,-9.93966241e-05,-1.10611424e-07,1
4503599778365440,576460889742406912,8.04335785,-30.4934158,23.1876793,39.4603996,0.179751694,-0.64411974,0.491071582,0.836370707,-0.000175483263,-0.000478437869,-0.000563953945,-2.99124281e-08,0
4503599862251520,576460889742407168,16.6305103,-27.3002129,11.1863003,33.8807259,1.85180461,-3.05806565,1.25156581,3.78926468,0.000568597578,0.000330985786,-3.2869757e-05,-4.38936567e-08,0
4503599694479360,576460889742407168,19.7120686,-24.5478058,32.7444,45.4297409,2.94041824,-3.64797854,4.87371778,6.76151562,-0.000539986242,-4.7768568e-05,0.000289881456,-7.94663748e-08,0
4503599761588224,576460889742407936,29.2521324,11.5934954,8.33111763,32.6800957,1.06553078,0.412701279,0.302220911,1.18666732,3.60026643e-05,-0.000102500897,1.28831662e-05,-3.43477957e-08,0
4503599795142656,576460889742407936,31.0372925,6.48772621,59.8540726,67.7376785,4.74324799,1.00094616,9.15081882,10.3561068,0.000653262425,0.000240351685,-0.000365044689,-9.5011174e-08,0
4503599761588224,576460889742408192,31.1455402,12.3254833,8.86804676,34.7882538,1.06600559,0.411463499,0.302233785,1.18666732,-0.000182408112,0.000376884098,0.000129766384,-4.90037522e-08,1
4503599845474304,576460889742414592,-11.0020647,-29.5975399,182.529236,185.242722,-1.22812283,-3.34035945,20.5746269,20.8804379,0.000718703028,-0.00116771553,-0.000147062587,-3.29159093e-07,0
4503599845474304,576460889742414848,-11.4593592,-30.8429241,190.197021,193.024521,-1.22665739,-3.34180117,20.5744781,20.8804379,0.00195781421,-0.000498404203,3.5428202e-05,-2.41446457e-07,1
4503599879028736,576460889742415872,31.0780716,-7.29075766,163.703186,166.790039,3.02692103,-0.700606585,15.9313316,16.2318077,0.00171166321,0.00148896151,-0.000260623114,-7.12960059e-07,0
4503599962914816,576460889742416640,11.9829044,29.1249084,144.919083,148.30426,1.46017933,3.52339959,17.5499897,17.9599495,-0.00293165864,-0.00154612295,0.000553793216,-2.02928504e-07,0
4503599962914816,576460889742416896,12.6658831,30.7748661,153.14183,156.718826,1.45823705,3.52144408,17.5505447,17.9599495,0.000425282284,0.00216756458,-0.000470747706,-3.45658748e-07,1
4503599912583168,576460889742417664,-25.0679226,20.4019356,184.422455,187.257172,-0.87912643,0.728116512,6.51441383,6.61451197,2.05201504e-05,-0.000155216985,1.97402242e-05,-3.70006518e-07,0
4503599660924928,576460889742417920,-30.9406567,9.72679806,152.445511,155.860733,-3.26873612,1.03739464,16.1227894,16.48382,0.00050793041,-0.00134635076,0.000186103818,-3.3622207e-06,0
4503599811919872,576460889742421248,-7.40744734,31.2402077,238.632767,240.784958,-0.78401202,3.34180713,25.5117683,25.741869,0.000134698857,-6.77640564e-05,1.26308551e-05,-3.81209588e-07,0
4503599895805952,576461027181348864,-1.27690423,-71.6591873,-290.272736,299.006653,-0.0208945405,-2.40670466,-9.75056362,10.0437698,-0.00212882925,-0.000783199677,0.000198378912,-2.29263719e-07,2
