particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,13,0,0,0,0,0,-1.75752258,-1.43983853,-1.30193698,0.105658375,-1
4503599660924928,13,0,0,0,0,0,1.2448684,-0.716893673,1.2549789,0.105658375,-1
4503599677702144,13,0,0,0,0,0,-0.907957554,0.44373244,-2.65258145,0.105658375,-1
4503599694479360,13,0,0,0,0,0,-0.234282181,-2.28731823,0.166498467,0.105658375,-1
4503599711256576,-13,0,0,0,0,0,0.758447886,3.27917528,-14.4742708,0.105658375,1
4503599728033792,-13,0,0,0,0,0,1.15699351,1.41184413,7.54287004,0.105658375,1
4503599744811008,-13,0,0,0,0,0,0.760708809,-0.888702512,0.452419788,0.105658375,1
4503599761588224,13,0,0,0,0,0,1.28160536,-0.833338261,-0.147521526,0.105658375,-1
4503599778365440,13,0,0,0,0,0,-3.91511011,1.1323967,38.6301308,0.105658375,-1
4503599795142656,13,0,0,0,0,0,-0.887103736,-1.45435321,0.117969327,0.105658375,-1
4503599811919872,13,0,0,0,0,0,-0.199974179,-0.801721573,4.06135225,0.105658375,-1
4503599828697088,13,0,0,0,0,0,1.11637139,-3.12300396,6.58391094,0.105658375,-1
4503599845474304,-13,0,0,0,0,0,4.04356766,-1.89956903,-25.1807041,0.105658375,1
4503599862251520,-13,0,0,0,0,0,3.14832139,-0.771675766,-16.6218758,0.105658375,1
4503599879028736,13,0,0,0,0,0,1.71363187,-0.169767022,9.25080204,0.105658375,-1
4503599895805952,-13,0,0,0,0,0,3.18539381,-0.379491687,4.15778542,0.105658375,1
4503599912583168,13,0,0,0,0,0,-1.75562871,0.935849071,0.83539331,0.105658375,-1
4503599929360384,-13,0,0,0,0,0,0.13084738,-0.537774622,0.608231306,0.105658375,1
4503599946137600,-13,0,0,0,0,0,0.465892226,-0.330751836,2.35080862,0.105658375,1
4503599962914816,13,0,0,0,0,0,-0.872191429,-1.2454592,-4.70628166,0.105658375,-1
